No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
17,Kamar Aiken\AikeKa00,28,wr,15,7,216,6-2,Central Florida,5/30/1989,6,1,,$1000000
96,Henry Anderson\AndeHe00,26,DE,9,8,301,6-6,Stanford,8/3/1991,2,4,Indianapolis Colts / 3rd / 93rd pick / 2015,$629500
58,Tarell Basham\BashTa00,23,,15,0,266,6-4,Ohio,3/18/1994,Rook,1,Indianapolis Colts / 3rd / 80th pick / 2017,$465000
69,Deyshawn Bond\BondDe01,23,c,4,4,299,6-1,Cincinnati,8/19/1994,Rook,2,,$465000
57,Jonathan Bostic\BostJo00,26,LB,14,14,245,6-1,Florida,5/5/1991,4,6,Chicago Bears / 2nd / 50th pick / 2013,$690000
11,Quan Bray\BrayQu00,24,,9,0,185,5-10,Auburn,4/28/1993,2,0,,$615000
15,K.J. Brent\BrenK.00,24,,5,0,202,6-3,South CarolinaWake Forest,8/6/1993,Rook,0,,$136765
7,Jacoby Brissett\BrisJa00,25,QB,16,15,235,6-4,FloridaNorth Carolina St.,12/11/1992,1,11,New England Patriots / 3rd / 91st pick / 2016,$580038
65,Tyreek Burwell\BurwTy00,25,,1,0,310,6-6,Cincinnati,3/11/1992,2,0,,$325588
20,Darius Butler\ButlDa99,31,fs,15,4,180,5-10,Connecticut,3/18/1986,8,2,New England Patriots / 2nd / 41st pick / 2009,$1000000
74,Anthony Castonzo\CastAn00,29,T,16,16,311,6-7,Boston Col.,8/9/1988,6,6,Indianapolis Colts / 1st / 22nd pick / 2011,$1000000
62,LeRaven Clark\ClarLe01,24,rg,15,5,311,6-5,Texas Tech,4/22/1993,1,3,Indianapolis Colts / 3rd / 82nd pick / 2016,$563000
47,Darrell Daniels\DaniDa02,23,te,12,3,254,6-3,Washington,11/22/1994,Rook,0,,$465000
21,Vontae Davis\DaviVo99,29,rcb,5,5,207,5-11,Illinois,5/27/1988,8,1,Miami Dolphins / 1st / 25th pick / 2009,$9000000
35,Pierre Desir\DesiPi00,27,rcb,9,6,198,6-1,Lindenwood,9/8/1990,3,2,Cleveland Browns / 4th / 127th pick / 2014,$690000
84,Jack Doyle\DoylJa00,27,TE,15,15,262,6-6,Western Kentucky,5/5/1990,4,6,,$1000000
61,Anthony Fabiano\FabiAn00,24,c,5,1,303,6-4,Harvard,7/13/1993,1,1,,$158824
41,Matthias Farley\FarlMa00,25,SS,16,15,209,5-11,Notre Dame,7/15/1992,1,5,,$540000
39,Josh Ferguson\FergJo02,24,,10,0,205,5-10,Illinois,5/23/1993,1,0,,$540000
26,Clayton Geathers\GeatCl00,25,fs,5,1,220,6-2,Central Florida,6/1/1992,2,0,Indianapolis Colts / 4th / 109th pick / 2015,$615000
59,Jeremiah George\GeorJe01,25,mlb,16,1,234,5-11,Iowa St.,1/24/1992,3,2,New York Jets / 5th / 154th pick / 2014,$615000
71,Denzelle Good\GoodDe01,26,t,6,5,345,6-5,Mars Hill,3/8/1991,2,2,Indianapolis Colts / 7th / 255th pick / 2015,$615000
23,Frank Gore\GoreFr00,34,RB,16,16,212,5-9,Miami (FL),5/14/1983,12,8,San Francisco 49ers / 3rd / 65th pick / 2005,$3500000
56,Jermaine Grace\GracJe00,24,,6,0,223,6-0,Miami (FL),11/8/1993,Rook,0,,$465000
32,T.J. Green\GreeT.00,22,fs,16,7,215,6-3,Clemson,3/15/1995,1,2,Indianapolis Colts / 2nd / 57th pick / 2016,$639420
73,Joe Haeg\HaegJo00,24,T,16,15,305,6-6,North Dakota St.,3/11/1993,1,6,Indianapolis Colts / 5th / 155th pick / 2016,$540000
27,Nate Hairston\HairNa00,23,cb,14,4,195,6-0,Temple,6/30/1994,Rook,2,Indianapolis Colts / 5th / 158th pick / 2017,$465000
95,Johnathan Hankins\HankJo00,25,DT,15,15,325,6-2,Ohio St.,3/29/1992,4,11,New York Giants / 2nd / 49th pick / 2013,$3000000
14,Matt Hazel\HazeMa01,25,,4,0,195,6-1,Coastal Carolina,1/23/1992,3,0,Miami Dolphins / 6th / 190th pick / 2014,$476475
13,T.Y. Hilton\HiltT.00,28,WR,16,16,183,5-10,Florida International,11/14/1989,5,8,Indianapolis Colts / 3rd / 92nd pick / 2012,$8000000
81,Krishawn Hogan\HogaKr00,22,,2,0,222,6-3,,5/12/1995,Rook,0,,$38294
29,Malik Hooker\HookMa00,21,fs,7,6,212,6-1,Ohio St.,4/2/1996,Rook,2,Indianapolis Colts / 1st / 15th pick / 2017,$465000
92,Margus Hunt\HuntMa00,30,de,16,5,298,6-8,SMU,7/14/1987,4,3,Cincinnati Bengals / 2nd / 53rd pick / 2013,$1100000
97,Anthony Johnson\JohnAn04,24,,4,0,275,6-3,LSU,1/24/1993,3,0,,$144706
34,Matt Jones\JoneMa04,24,,5,0,239,6-2,Florida,3/7/1993,2,0,Washington Redskins / 3rd / 95th pick / 2015,$542647
68,Kyle Kalis\KaliKy00,24,rg,4,2,306,6-4,Michigan,12/21/1993,Rook,1,,$355588
78,Ryan Kelly\KellRy00,24,c,7,7,309,6-4,Alabama,5/30/1993,1,3,Indianapolis Colts / 1st / 18th pick / 2016,$925045
81,Henry Krieger-Coble\KrieHe00,25,,1,0,246,6-4,,6/12/1992,1,0,,$355588
25,Marlon Mack\MackMa00,21,,14,0,210,6-0,South Florida,3/7/1996,Rook,4,Indianapolis Colts / 4th / 143rd pick / 2017,$465000
40,Ronald Martin\MartRo01,24,,2,0,220,6-1,LSU,2/26/1993,2,0,,$72353
94,Joey Mbu\MbuxJo01,24,,7,0,313,6-3,Houston,3/28/1993,2,0,,$254120
30,Rashaan Melvin\MelvRa00,28,LCB,10,10,196,6-2,Northern Illinois,10/2/1989,4,3,,$775000
75,Jack Mewhort\MewhJa00,26,rg,5,5,310,6-6,Ohio St.,8/30/1991,3,2,Indianapolis Colts / 2nd / 59th pick / 2014,$907337
28,Christopher Milton\MiltCh00,25,,14,0,196,5-11,Georgia Tech,9/15/1992,1,1,,$540000
52,Barkevious Mingo\MingBa00,27,lb,16,6,235,6-5,LSU,10/4/1990,4,4,Cleveland Browns / 1st / 6th pick / 2013,$1500000
10,Donte Moncrief\MoncDo00,24,WR,12,8,220,6-2,Mississippi,8/6/1993,3,3,Indianapolis Colts / 3rd / 90th pick / 2014,$1797000
42,Kenny Moore\MoorKe03,22,rcb,16,5,190,5-9,Valdosta St.,8/23/1995,Rook,2,,$465000
44,Antonio Morrison\MorrAn01,23,MLB,15,15,241,6-1,Florida,12/6/1994,1,6,Indianapolis Colts / 4th / 125th pick / 2016,$540000
49,Joshua Perry\PerrJo01,23,,2,0,255,6-4,Ohio St.,4/26/1994,1,0,San Diego Chargers / 4th / 102nd pick / 2016,$317647
72,Michael Person\PersMi00,29,c,12,4,300,6-4,Montana St.Montana St.,6/17/1988,6,2,San Francisco 49ers / 7th / 239th pick / 2011,$592647
61,Adam Redmond\RedmAd00,24,,4,0,300,6-6,Harvard,5/19/1993,Rook,0,,$465000
46,Luke Rhodes\RhodLu00,25,,16,0,238,6-2,William  Mary,12/2/1992,1,1,,$540000
91,Hassan Ridgeway\RidgHa00,23,dt,13,1,305,6-3,Texas,11/2/1994,1,1,Indianapolis Colts / 4th / 116th pick / 2016,$540000
80,Chester Rogers\RogeCh02,23,wr,11,4,184,6-0,Grambling St.,1/12/1994,1,3,,$540000
2,Rigoberto Sanchez\SancRi00,23,P,16,0,195,6-0,Hawaii,9/8/1994,Rook,2,,$465000
48,Darnell Sankey\SankDa00,23,,6,0,250,6-2,,10/11/1994,Rook,0,,$381176
93,Jabaal Sheard\SheaJa00,28,LB,16,16,265,6-3,Pittsburgh,5/10/1989,6,7,Cleveland Browns / 2nd / 37th pick / 2011,$2500000
51,John Simon\SimoJo01,27,LB,9,9,260,6-2,Ohio St.,10/14/1990,4,4,Baltimore Ravens / 4th / 129th pick / 2013,$1500000
55,Sean Spence\SpenSe00,27,,3,0,231,5-11,Miami (FL),6/7/1990,5,0,Pittsburgh Steelers / 3rd / 86th pick / 2012,$729412
90,Grover Stewart\StewGr00,24,,15,0,333,6-4,Albany State (GA),10/20/1993,Rook,1,Indianapolis Colts / 4th / 144th pick / 2017,$465000
16,Scott Tolzien\TolzSc00,30,qb,1,1,205,6-3,Wisconsin,9/4/1987,6,0,,$1750000
43,Ross Travis\TravRo00,24,,4,0,248,6-6,Penn St.,1/9/1993,1,0,,$540000
33,Robert Turbin\TurbRo00,28,rb,6,1,225,5-10,Utah St.,12/2/1989,5,1,Seattle Seahawks / 4th / 106th pick / 2012,$800000
45,Jason Vander Laan\VandJa00,25,,4,0,245,6-3,,9/22/1992,Rook,0,,$164118
4,Adam Vinatieri\vinatada01,45,K,15,0,212,6-0,South Dakota St.,12/28/1972,21,3,,$2750000
67,Jeremy Vujnovich\VujnJe00,27,LG,16,16,300,6-5,Louisiana College,10/12/1990,3,6,,$540000
50,Anthony Walker\WalkAn01,22,lb,10,2,242,6-1,Northwestern,8/8/1995,Rook,1,Indianapolis Colts / 5th / 161st pick / 2017,$465000
37,D.J. White\WhitD.00,24,,2,0,193,5-11,Georgia Tech,9/9/1993,1,0,Kansas City Chiefs / 6th / 178th pick / 2016,$285882
85,Brandon Williams\WillBr04,30,TE,14,10,255,6-4,Oregon,10/12/1987,4,1,,$775000
31,Quincy Wilson\WilsQu01,21,lcb,7,5,210,6-2,Florida,8/16/1996,Rook,2,Indianapolis Colts / 2nd / 46th pick / 2017,$465000
99,Al Woods\WoodAl99,30,NT,16,16,330,6-4,LSU,3/25/1987,7,6,New Orleans Saints / 4th / 123rd pick / 2010,$1250000
