No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
57,Lorenzo Alexander\AlexLo99,34,LB,16,11,245,6-1,California,5/31/1983,10,8,,$2000000
33,Colt Anderson\AndeCo01,32,,5,0,194,5-10,Montana,10/25/1985,7,0,,$900000
22,Joe Banyard\BanyJo00,29,,3,0,213,5-11,Texas-El Paso,11/12/1988,5,0,,$690000
13,Kelvin Benjamin\BenjKe00,26,wr,6,6,245,6-5,Florida St.,2/5/1991,3,2,Carolina Panthers / 1st / 28th pick / 2014,$1000000
29,Robert Blanton\BlanRo00,28,,2,0,208,6-1,Notre Dame,9/7/1989,5,0,Minnesota Vikings / 5th / 139th pick / 2012,$683824
52,Preston Brown\BrowPr00,25,MLB,16,16,251,6-1,Louisville,10/27/1992,3,7,Buffalo Bills / 3rd / 73rd pick / 2014,$1762000
39,Travaris Cadet\CadeTr00,28,,6,0,210,6-1,Appalachian St.,2/1/1989,5,1,,$410294
75,Nordly Capi\CapiNo00,25,,4,0,249,6-3,,7/11/1992,Rook,0,,$109412
85,Charles Clay\ClayCh00,28,TE,13,13,255,6-3,Tulsa,2/13/1989,6,5,Miami Dolphins / 6th / 174th pick / 2011,$4500000
13,Kaelin Clay\ClayKa00,25,,4,0,195,5-10,Utah,1/3/1992,2,0,Tampa Bay Buccaneers / 6th / 184th pick / 2015,$540000
98,Deandre Coleman\ColeDe01,26,,6,0,314,6-5,California,1/27/1991,3,0,,$608820
99,Marcell Dareus\DareMa00,27,rdt,5,3,331,6-3,Alabama,3/13/1990,6,1,Buffalo Bills / 1st / 3rd pick / 2011,$9750000
56,Ryan Davis\DaviRy00,28,,16,0,260,6-2,Bethune-Cookman,2/24/1989,5,2,,$775000
73,Dion Dawkins\DawkDi00,23,T,16,11,320,6-5,Temple,4/26/1994,Rook,5,Buffalo Bills / 2nd / 63rd pick / 2017,$465000
